Date,Open,High,Low,Close,Adj Close,Volume,SMA_5,SMA_20,SMA_50,SMA_252,daily_return,monthly_return,adv20,VWAP,log_returns,volatility_30,volatility_60,annual_volatility,rapp
2014-01-24,181.60000610351562,181.66000366210938,178.8300018310547,178.88999938964844,150.4397430419922,208677100,182.75999755859374,183.37050018310546,181.36440002441407,166.76150779118615,-2.13,-1.03,98864360.0,164.5775166747337,-0.02156682780732222,0.04051578203357279,0.05008303803924265,0.11287450429580204,1.0332606460313203
2014-01-27,179.05999755859375,179.52000427246094,177.1199951171875,178.00999450683594,149.69969177246094,180843100,181.63399658203124,183.0779998779297,181.38539978027345,166.8716664995466,-0.49,-0.4,104738265.0,164.65221959045238,-0.004931390760639864,0.03921560696511122,0.05007680683786682,0.11290788650536256,1.038424873927048
2014-01-28,178.13999938964844,179.3000030517578,178.1199951171875,179.07000732421875,150.59109497070312,110463200,180.61199951171875,182.83899993896483,181.39919982910158,166.98674586462596,0.6,0.53,107170725.0,164.70103117671118,0.005937134119493592,0.0395298471226444,0.05014527796632838,0.11301458134621692,1.037694754698807
2014-01-29,177.5800018310547,178.5500030517578,176.8800048828125,177.35000610351562,149.14463806152344,216597300,179.2220001220703,182.5154998779297,181.36079986572267,167.09265857272678,-0.96,-0.43,115157740.0,164.78444568141768,-0.009651616115379014,0.040734338589074055,0.0510284622274514,0.11344046856968447,1.0504087221592713
2014-01-30,178.8300018310547,179.80999755859375,178.25999450683594,179.22999572753906,150.72567749023438,118938100,178.51000061035157,182.24249954223632,181.34439971923828,167.20837281242248,1.06,0.01,116798650.0,164.8365673670085,0.010544657770921617,0.041653466006826,0.05203475064204472,0.11377731885765088,1.032081683518762
2014-01-31,177.00999450683594,179.2899932861328,176.9199981689453,178.17999267578125,149.8426513671875,194677900,178.3679992675781,182.00549926757813,181.319599609375,167.32138866848416,-0.59,-0.26,120550700.0,164.9149085335965,-0.005875639218870354,0.041952210031936714,0.0522885468661552,0.1139236359647041,1.0527556939143994
2014-02-03,177.97000122070312,178.3699951171875,173.8300018310547,174.1699981689453,146.47039794921875,254837100,177.6,181.56949920654296,181.22239959716796,167.41238070291186,-2.25,-4.14,129223025.0,164.98549547319092,-0.02276241095610576,0.04402266765415646,0.057002768491733254,0.1159097605147424,1.0779698109537903
2014-02-04,174.9499969482422,175.83999633789062,174.11000061035156,175.38999938964844,147.4963836669922,165012400,176.86399841308594,181.22099914550782,181.16079956054688,167.51496009221154,0.7,-3.36,132072235.0,165.0366259132744,0.006980239059416249,0.044816107355719705,0.05721184870040644,0.11547207119664882,1.072923161700448
2014-02-05,174.77999877929688,175.55999755859375,173.7100067138672,175.1699981689453,147.31137084960938,164230500,176.42799682617186,180.8054992675781,181.0659994506836,167.61067435854957,-0.13,-3.52,135976550.0,165.08594675030236,-0.0012551417795378939,0.04478836927461775,0.05578398852246302,0.11509946098044606,1.074727387536225
2014-02-06,175.5800018310547,177.47999572753906,175.22000122070312,177.47999572753906,149.2539825439453,132877600,176.07799682617187,180.50349884033204,180.9993994140625,167.71511877150763,1.32,-2.77,137791315.0,165.1345629180516,0.013100981927252953,0.046597257554655824,0.05571159783783788,0.115777622191363,1.0601758406111632
2014-02-07,178.30999755859375,179.8699951171875,177.72999572753906,179.67999267578125,151.1040802001953,170787200,176.37799682617188,180.30549850463868,180.98039916992187,167.82908696976918,1.24,-1.78,141796505.0,165.207527746006,0.01231954778976796,0.048367503312989855,0.05705395067229214,0.11634810583676257,1.0420191638441416
2014-02-10,179.6999969482422,180.07000732421875,179.2100067138672,180.00999450683594,151.38168334960938,92218800,177.54599609375,180.09899826049804,180.96699920654297,167.94103138030522,0.18,-2.09,141306125.0,165.24751397891742,0.0018349241591684162,0.048082574217945054,0.0570297323466062,0.11625165743296671,1.040386670153389
2014-02-11,180.16000366210938,182.44000244140625,180.0399932861328,181.97999572753906,153.03829956054688,117814100,178.86399536132814,180.11349792480468,180.98419921875,168.06091229877774,1.09,-1.02,139702230.0,165.3050604051604,0.010884393064173992,0.049460334694454475,0.057498613405967645,0.11669537365611682,1.0175843335716592
2014-02-12,182.25,182.8300018310547,181.7100067138672,182.07000732421875,153.11399841308594,94717700,180.2439971923828,180.03349838256835,181.0055993652344,168.18015834263392,0.05,-0.95,139187310.0,165.35128731858146,0.0004945012924570946,0.04946714991771623,0.057304841991550996,0.11669188564663178,1.014225277276331
2014-02-13,180.83999633789062,183.1999969482422,180.8300018310547,183.00999450683594,153.90447998046875,100542200,181.3499969482422,179.95099792480468,181.05519927978514,168.30261866251627,0.52,-0.91,139288130.0,165.40282199736083,0.005149497398179825,0.04951407202118758,0.05736904877094339,0.11677602231727056,1.018141125751986
2014-02-14,182.83999633789062,184.36000061035156,182.6699981689453,184.02000427246094,154.75390625,96498400,182.21799926757814,179.93099822998047,181.14059936523438,168.4285314045255,0.55,0.6,140498520.0,165.45482298488227,0.005503704430046774,0.048874189065335506,0.057473141899671766,0.11687331817916678,1.0197804548697815
2014-02-18,184.17999267578125,184.49000549316406,183.64999389648438,184.24000549316406,154.93890380859375,80460900,183.06400146484376,179.96099853515625,181.23079956054687,168.55603142390174,0.12,0.74,139129130.0,165.49847130696543,0.0011948147561042788,0.048882612546517046,0.05741701145306699,0.11685800742068794,1.0131350309204974
2014-02-19,183.75999450683594,184.9499969482422,182.8699951171875,183.02000427246094,153.91294860839844,126524300,183.27200317382812,179.90299911499022,181.31239959716797,168.67416636149088,-0.66,0.36,141024285.0,165.56225789489753,-0.006643825496229994,0.049273467782592256,0.05774795038018918,0.11689692294431654,1.0258441460885201
2014-02-20,183.27000427246094,184.52000427246094,182.60000610351562,184.10000610351562,154.82118225097656,104998100,183.6780029296875,179.89299926757812,181.37559967041017,168.80416640024336,0.59,0.34,143210645.0,165.61809355815925,0.005883661560831754,0.04924389233514311,0.05749880869607128,0.11625106772764754,1.0114067939983977
2014-02-21,184.4499969482422,184.88999938964844,183.8000030517578,183.88999938964844,154.64451599121094,118116400,183.85400390625,179.9479995727539,181.42539978027344,168.9369838654049,-0.11,0.2,142491620.0,165.67979542046336,-0.0011413719586439441,0.049259638183249806,0.057325941513581176,0.11606228480871139,1.008374535272414
2014-02-24,184.27999877929688,186.14999389648438,184.1999969482422,184.91000366210938,155.50238037109375,114063900,184.0320037841797,180.24899978637694,181.50859985351562,169.06801562839084,0.55,0.69,137760960.0,165.7423015331192,0.005531490590064969,0.0495603111677284,0.057549206234203246,0.11581390380837438,1.007571217720825
2014-02-25,185.05999755859375,185.58999633789062,184.22999572753906,184.83999633789062,155.4434814453125,117085000,184.152001953125,180.5904998779297,181.63099975585936,169.2102378360809,-0.04,0.38,134573055.0,165.80580915971,-0.0003786738339703888,0.04949612358227596,0.05755425343860703,0.1140682675428002,1.0007033374020136
2014-02-26,185.11000061035156,185.60000610351562,184.3300018310547,184.85000610351562,155.45187377929688,98677200,184.51800231933595,180.87949981689454,181.76539978027344,169.34845212906126,0.01,1.74,133983755.0,165.85903318365374,5.415221164462025e-05,0.04748175966518033,0.05751710978607036,0.11391349605978608,0.9985393331698905
2014-02-27,184.5800018310547,185.8699951171875,184.3699951171875,185.82000732421875,156.26759338378906,93880800,184.86200256347655,181.3029998779297,181.9195999145508,169.48301563565693,0.52,1.17,127847930.0,165.9119670378398,0.0052337842274408075,0.04655005780533517,0.05771450545738066,0.11339457581514277,0.9982240780430124
2014-02-28,185.7899932861328,187.14999389648438,185.0500030517578,186.2899932861328,156.66287231445312,150842000,185.34200134277344,181.65599975585937,182.06099975585937,169.6206346542116,0.25,0.88,129443125.0,165.99842656684328,0.002526060632917826,0.0463208575589212,0.05766772148709231,0.11337328897352235,1.0038649484494706
2014-03-03,184.64999389648438,185.4499969482422,183.75,184.97999572753906,155.56117248535156,167748500,185.3559997558594,181.99599990844726,182.18759979248046,169.75107114277188,-0.7,0.3,128096655.0,166.08756703346353,-0.007056875232514415,0.04688000641745907,0.057964821081589124,0.11361856042741018,1.017677610271315
2014-03-04,186.7899932861328,187.97999572753906,186.75,187.5800018310547,157.7476806640625,167545900,185.90400085449218,182.66650009155273,182.30519989013672,169.88861083984375,1.41,2.15,123732095.0,166.1879063823417,0.013957742813019536,0.048636052101072816,0.05950626274120389,0.11429206438591613,1.006930392574197
2014-03-05,187.74000549316406,188.07000732421875,187.4499969482422,187.75,157.89065551757812,88376900,186.48399963378907,183.2845001220703,182.43039978027343,170.02138864426385,0.09,1.94,119900320.0,166.24087435809125,0.0009058598019917596,0.048582159755798195,0.05927833690273397,0.11400185212826565,1.0046871098951398
2014-03-06,188.2100067138672,188.61000061035156,187.77999877929688,188.17999267578125,158.25225830078125,82516500,186.95599670410155,183.93499984741212,182.5627996826172,170.15503940885029,0.23,2.11,115814620.0,166.29107955575046,0.0022876220130294556,0.04861010500847392,0.058366669280949045,0.11401037218949253,0.9905409775290848
2014-03-07,188.9600067138672,188.9600067138672,187.42999267578125,188.25999450683594,158.319580078125,114513500,187.3499969482422,184.47399978637696,182.67739959716798,170.28789653475323,0.04,2.99,114896415.0,166.3606263291731,0.00042504428319567467,0.0477294416816616,0.05833550981486655,0.11400624746850865,0.9791777420411909
2014-03-10,187.97000122070312,188.22999572753906,187.0800018310547,188.16000366210938,158.23548889160156,74939200,187.98599853515626,184.89800033569335,182.78199981689454,170.41773780943856,-0.05,5.18,110104015.0,166.40569409681828,-0.0005312727674668949,0.04170359660535022,0.058191133019521564,0.11396011130014629,0.9837372581896375
2014-03-11,188.44000244140625,188.7100067138672,186.8000030517578,187.22999572753906,157.45338439941406,99009100,187.91599731445314,185.2590003967285,182.84939971923828,170.54154732113793,-0.49,5.18,110443530.0,166.46241901020636,-0.004954899378259547,0.04170746081787657,0.05720254631969368,0.11406204670634586,0.9992522598256522
2014-03-12,186.32000732421875,187.35000610351562,185.89999389648438,187.27999877929688,157.4954376220703,104824400,187.8219970703125,185.5240005493164,182.9179995727539,170.66694417075504,0.03,4.58,109794045.0,166.52228362829644,0.00026703186984722294,0.04149408651599496,0.05705464511307847,0.11402404927201767,0.9780008802646204
2014-03-13,187.83999633789062,187.99000549316406,184.66000366210938,185.17999267578125,155.72940063476562,155014300,187.2219970703125,185.67949981689452,182.94519927978516,170.78313464210146,-1.12,4.41,112808875.0,166.6012904753175,-0.011276531196578787,0.04197464510221334,0.05832134677347854,0.11465248117179863,0.9801814541845735
2014-03-14,184.85000610351562,185.8000030517578,184.44000244140625,184.66000366210938,155.29209899902344,153919600,186.5019989013672,185.7620002746582,182.94459930419922,170.8939680069212,-0.28,3.03,115477745.0,166.6769028981841,-0.0028119692918968653,0.04109344696605058,0.05814375464981841,0.11461107818470875,0.9906855778912992
2014-03-17,185.58999633789062,186.77000427246094,185.50999450683594,186.3300018310547,156.69647216796875,98359500,186.13599853515626,185.87750015258788,183.0127993774414,171.01499975295295,0.9,4.57,115570800.0,166.7293473214706,0.00900298889015172,0.04121343457126903,0.05863387524503517,0.11473282721353008,0.9885686423985346
2014-03-18,186.7100067138672,187.91000366210938,186.50999450683594,187.66000366210938,157.81495666503906,101804600,186.2220001220703,186.04850006103516,183.10819946289064,171.14472198486328,0.71,7.75,116637985.0,166.78699799084555,0.007112529310234095,0.033044828698401224,0.056659694252232884,0.11473888829787358,0.9918469639271045
2014-03-19,187.67999267578125,187.94000244140625,185.47000122070312,186.66000366210938,156.97401428222656,176267300,186.0980010986328,186.2305000305176,183.1941995239258,171.27190453665597,-0.53,6.43,119125135.0,166.8813222045324,-0.005343034619756715,0.033604370861849336,0.05694099017344535,0.11485995411143393,0.9985534969079413
2014-03-20,186.25,187.88999938964844,185.9199981689453,187.75,157.89065551757812,117241000,186.61200256347655,186.4129997253418,183.279599609375,171.39912674919006,0.58,7.18,119737280.0,166.94699620130228,0.005822490887500642,0.033623935665707934,0.05719198752352765,0.11480374642443805,0.9962183397397221
2014-03-21,187.7100067138672,189.02000427246094,186.02999877929688,186.1999969482422,157.27825927734375,163128000,186.9200012207031,186.52849960327148,183.33319946289063,171.5254759410071,-0.83,4.91,121987860.0,167.03093223333127,-0.008289942190955024,0.03332631835868832,0.05765649759221964,0.11478051648639985,1.0090762753442795
2014-03-24,186.83999633789062,187.07000732421875,184.6199951171875,185.42999267578125,156.62791442871094,121411000,186.73999938964843,186.55449905395508,183.36899932861328,171.64384890359545,-0.41,3.2,122355215.0,167.09043926501138,-0.004143935612562544,0.03188283194520857,0.05779667657188826,0.11465206220342442,1.0108936221336795
2014-03-25,186.3699951171875,186.94000244140625,185.27000427246094,186.30999755859375,157.3711700439453,103852000,186.46999816894532,186.62799911499025,183.4123992919922,171.76829335046193,0.47,3.5,121693565.0,167.14346333484798,0.004734527087535412,0.03208787274942303,0.05776896020836847,0.11461772341917016,1.0081584686403258
2014-03-26,187.0399932861328,187.33999633789062,184.9199981689453,184.97000122070312,156.2393341064453,119843000,186.13199768066406,186.6339988708496,183.47799926757813,171.88249969482422,-0.72,1.64,122751855.0,167.20003696123243,-0.00721828356233889,0.031505919218007196,0.05824586892257024,0.11466095674028873,1.007136249428115
2014-03-27,184.75,185.33999633789062,183.89999389648438,184.5800018310547,155.909912109375,142383000,185.497998046875,186.5719985961914,183.4961993408203,171.9951584225609,-0.21,1.38,125176965.0,167.26532099327903,-0.0021106726083788274,0.031617598316389814,0.05828740237509876,0.1146927819224846,1.0124607380482258
2014-03-28,185.11000061035156,186.4199981689453,185.0,185.49000549316406,156.67857360839844,101642000,185.3559997558594,186.53199920654296,183.5127993774414,172.10952353099034,0.49,1.36,122716965.0,167.3140592697185,0.004918018095382948,0.03158288255620048,0.05830366796210051,0.11474663257971261,1.0121839152509984
2014-03-31,186.6699981689453,187.3000030517578,185.52000427246094,187.00999450683594,157.96243286132812,99745000,185.6720001220703,186.6334991455078,183.56459930419922,172.2323806399391,0.82,1.62,119316790.0,167.36561375130142,0.008161060134062481,0.03212993074481417,0.05800665447704533,0.11489547867027615,1.0069515164426694
2014-04-01,187.6199951171875,188.36000061035156,187.0,188.25,159.00982666015625,89193000,186.06000061035155,186.66699905395507,183.65679931640625,172.35710283309695,0.66,2.18,115399145.0,167.41438185210788,0.006608804693012615,0.03269570799255705,0.05833786771647974,0.114969791935515,1.000424976526187
2014-04-02,188.49000549316406,189.1300048828125,188.13999938964844,188.8800048828125,159.54200744628906,78774000,186.84200134277344,186.7234992980957,183.75079956054688,172.49063461545913,0.33,3.2,114919000.0,167.45856076232488,0.0033410519486549717,0.03188462955844339,0.05830368552421821,0.1144751820346722,0.9956585805642715
2014-04-03,189.1699981689453,189.22000122070312,188.0500030517578,188.6300048828125,159.330810546875,77435000,187.652001953125,186.74599990844726,183.83739959716797,172.62067431495302,-0.13,2.46,114664925.0,167.501307072839,-0.0013244683853619321,0.03156752646046086,0.05805951189073396,0.11444713123687966,0.9988866738671949
2014-04-04,189.66000366210938,189.6999969482422,186.10000610351562,186.39999389648438,157.447265625,169381000,187.83399963378906,186.6529998779297,183.909599609375,172.74464253016882,-1.18,1.36,117408300.0,167.58440560357505,-0.011892580735987757,0.03399278565619989,0.059359645728042594,0.1150253080324176,1.0020386528715421
2014-04-07,185.9499969482422,186.25999450683594,183.9600067138672,184.33999633789062,155.70718383789062,140803000,187.3,186.46199951171874,184.01859954833984,172.85626947312127,-1.11,-0.31,120701490.0,167.6454272815019,-0.011113010807849655,0.03546299043959945,0.06043665661481283,0.11547283196410288,1.0192036921734182
2014-04-08,184.25999450683594,185.39999389648438,183.58999633789062,185.10000610351562,156.34912109375,112660000,186.6700012207031,186.3555000305176,184.16039978027345,172.96876949734158,0.41,0.14,121384035.0,167.6961412902723,0.0041143938541452485,0.03571061287888266,0.06051506665121866,0.11549085421944762,1.0139383386666276
2014-04-09,185.60000610351562,187.14999389648438,185.05999755859375,187.08999633789062,158.030029296875,100254000,186.31199951171874,186.34599990844725,184.32079956054687,173.08154726785327,1.08,1.21,121155515.0,167.74615548039796,0.010693512369671865,0.037263983411907814,0.059848408785164155,0.11535203078878668,1.0046502239190025
2014-04-10,187.0800018310547,187.1699981689453,182.92999267578125,183.16000366210938,154.71051025390625,172959000,185.21799926757814,186.24500045776367,184.43699951171874,173.17666632031637,-2.1,-1.43,122052750.0,167.814429221657,-0.02122965714033498,0.04271230853708644,0.06273044027989715,0.1173780735777376,1.0361978024211789
2014-04-11,182.13999938964844,183.4199981689453,181.30999755859375,181.50999450683594,153.31671142578125,167251000,184.23999938964843,186.0875,184.4825994873047,173.266785334027,-0.9,-2.57,122719320.0,167.87283985937142,-0.009049389440753508,0.043431841910554235,0.06311983553702145,0.11773269798064641,1.0465539775371047
2014-04-14,182.92999267578125,183.3699951171875,181.44000244140625,182.94000244140625,154.5246124267578,132382000,183.96000061035156,185.9180000305176,184.57779968261718,173.37718218848818,0.79,-1.1,124420445.0,167.9235319342487,0.007847525231424513,0.04379011500100766,0.06363126634721537,0.11547143645035743,1.0334535642041858
2014-04-15,183.32000732421875,184.3300018310547,181.50999450683594,184.1999969482422,155.5889434814453,157093000,183.77999877929688,185.74499969482423,184.7783996582031,173.4834916856554,0.69,-1.8,127184865.0,167.98825605249107,0.006863863679963167,0.041923910842401844,0.06387114857592523,0.11478383932578165,1.0173724050014037
2014-04-16,185.47000122070312,186.13999938964844,184.64999389648438,186.1300048828125,157.2191162109375,105197000,183.58800048828124,185.71849975585937,184.9931997680664,173.60658694070483,1.05,-0.86,123631350.0,168.03643716072673,0.010423273290011359,0.043335527867506676,0.06464920342048217,0.11416163740899835,1.010315360869163
2014-04-17,185.8800048828125,186.91000366210938,185.55999755859375,186.38999938964844,157.43873596191406,105255000,184.23399963378907,185.6504997253418,185.21759979248046,173.73456313118103,0.14,-0.95,123032050.0,168.0850784271898,0.0013958689255320067,0.04328983213851585,0.06465906203365385,0.11394713626005325,1.0126080053179405
2014-04-21,186.44000244140625,187.10000610351562,186.2100067138672,187.0399932861328,157.98782348632812,68329000,185.33999938964843,185.69249954223633,185.40879974365234,173.859801216731,0.35,-0.65,118292100.0,168.11763375888063,0.003481212359284669,0.043451718041984805,0.0641676675766409,0.11370409892086969,1.0027267417874892
2014-04-22,187.22999572753906,188.39999389648438,187.1300048828125,187.88999938964844,158.70579528808594,85790000,186.3299987792969,185.81549987792968,185.57299987792967,173.98567423744808,0.45,-0.14,116511050.0,168.1601793941297,0.004534220128577182,0.04370828715005584,0.06027854038751158,0.11370761150236096,1.0065996354100386
2014-04-23,187.82000732421875,187.9199981689453,187.3000030517578,187.4499969482422,158.3341064453125,73869000,186.97999877929686,185.87249984741212,185.72179992675783,174.10341232542007,-0.23,0.12,115011900.0,168.19585292917594,-0.002344555055442399,0.043482488326919776,0.06008280986103737,0.1133457477607803,1.0114163746305065
2014-04-24,188.3699951171875,188.38999938964844,186.92999267578125,187.8300018310547,158.65513610839844,88170000,187.31999816894532,186.0154998779297,185.83880004882812,174.22226151965913,0.2,0.29,113428250.0,168.2390974543971,0.0020251812722591467,0.04352754106739254,0.05987370650434761,0.1133536715110369,1.013416409774236
2014-04-25,187.22000122070312,187.3300018310547,185.8699951171875,186.2899932861328,157.35433959960938,100380000,187.29999694824218,186.1009994506836,185.9231997680664,174.332459888761,-0.82,0.6,111328100.0,168.28424732626056,-0.00823274491204895,0.04280516392824748,0.05963827426592569,0.11365326679354593,1.0280745674744594
2014-04-28,187.0500030517578,187.69000244140625,184.9600067138672,186.8800048828125,157.8525848388672,135121000,187.26799926757812,186.170499420166,186.00059997558594,174.44611067998977,0.32,1.2,113002050.0,168.34664774673394,0.003162162506177957,0.04278730327633183,0.05886596393730989,0.11365530419515328,1.0240796226585174
2014-04-29,187.47999572753906,188.0399932861328,187.0800018310547,187.75,158.58750915527344,84098000,187.23999938964843,186.2074996948242,186.07519989013673,174.55900749327645,0.47,0.76,112219700.0,168.38708737393895,0.004644564876318924,0.04209700029881035,0.058611003504500846,0.11356545164417814,1.0246071644057924
2014-04-30,187.44000244140625,188.5,187.17999267578125,188.30999755859375,159.06053161621094,101508000,187.41199951171876,186.21049957275392,186.1565997314453,174.67261862376378,0.3,0.35,112835450.0,168.43708007569418,0.0029782373884801316,0.04160019186493184,0.05348346109294144,0.11357612680425087,1.0232063893252814
2014-05-01,188.22000122070312,188.83999633789062,187.72999572753906,188.3300018310547,159.0774383544922,93019000,187.51199951171876,186.18299942016603,186.26279968261719,174.79186466762,0.01,0.89,113547700.0,168.48271804434285,0.00010622489651712641,0.041215674414909934,0.05318205002843756,0.11317977929947252,1.0242658738437718
2014-05-02,188.30999755859375,189.13999938964844,187.77999877929688,188.05999755859375,158.84934997558594,98122000,187.86600036621093,186.15449905395508,186.34199951171874,174.90420592777312,-0.14,0.17,114582050.0,168.5299814549747,-0.0014347050623708668,0.04084645098209685,0.05319073575566983,0.11287278431606451,1.025204751434112
2014-05-05,187.13999938964844,188.5500030517578,186.6199951171875,188.4199981689453,159.15347290039062,75883000,188.1739990234375,186.25549926757813,186.43259948730469,175.01154720972454,0.19,1.19,109907150.0,168.56704746860746,0.001912456035708665,0.03995463923001809,0.051799972744642805,0.11248152361359537,1.025315806808277
2014-05-06,188.0,188.1300048828125,186.74000549316406,186.77999877929688,157.76809692382812,85454000,187.97999877929686,186.37749938964845,186.46999938964845,175.1107535589309,-0.87,0.73,107139700.0,168.60518903376519,-0.008742056756521066,0.04075165149110099,0.0513984378218759,0.11285290480428499,1.041064344250309
2014-05-07,187.41000366210938,187.97000122070312,186.00999450683594,187.8800048828125,158.6973114013672,106500000,187.8940002441406,186.5164993286133,186.53079956054688,175.2110710144043,0.59,0.84,106831700.0,168.65536475389808,0.005872040001730916,0.04089699931596765,0.05165133968659414,0.11288842137876479,1.0399190962586893
2014-05-08,187.7100067138672,189.0500030517578,187.0800018310547,187.67999267578125,158.52838134765625,93618000,187.76399841308594,186.5459991455078,186.5873992919922,175.3076583014594,-0.11,1.47,106499900.0,168.69879943512217,-0.0010651412676612182,0.04018670622539624,0.05063052267893351,0.11282980427370329,1.042092974550147
2014-05-09,187.7100067138672,188.0399932861328,186.8300018310547,187.9600067138672,158.76490783691406,83679000,187.74400024414064,186.7859992980957,186.63019927978516,175.40718211824932,0.15,1.83,102035900.0,168.73802558974134,0.0014908640741451151,0.040107383417287944,0.050639934815136414,0.11278282645336488,1.0406469414596204
2014-05-12,188.8000030517578,189.8800048828125,188.0,189.7899932861328,160.31065368652344,86940000,188.01799926757812,187.19999923706055,186.70019927978515,175.51186461675735,0.97,2.32,98020350.0,168.78247542204036,0.009688952419312002,0.0409137950437711,0.0512606541158181,0.1131198717100214,1.0270299018087763
2014-05-13,190.0399932861328,190.4199981689453,189.77000427246094,189.9600067138672,160.45425415039062,66454000,188.65400085449218,187.5509994506836,186.79979949951172,175.61670593988327,0.09,1.58,94723950.0,168.81659894866948,0.0008953966509190892,0.04019367422693253,0.05101949167247623,0.11312009518473479,1.0188460015041907
