Date,Open,High,Low,Close,Adj Close,Volume,SMA_5,SMA_20,SMA_50,SMA_252,daily_return,monthly_return,adv20,VWAP,log_returns,volatility_30,volatility_60,annual_volatility,rapp,MACD,Signal Line,14-low,14-high,%K,%D,RSI(2),RSI(7),RSI(14),CCI(30),CCI(50),CCI(100)
1994-01-27,47.40625,47.8125,47.34375,47.75,27.88442611694336,344500,47.3625,47.190625,46.843125,45.552951388888886,0.92,2.76,323985.0,45.72015299605038,0.0092045357290717,0.0226253707472601,0.0350848313579504,0.0912622255211007,0.9803664921465968,0.0,0.0,,,,,,,,,,
1994-01-28,47.9375,48.03125,47.875,47.875,27.95743179321289,356500,47.4625,47.2546875,46.87,45.56733630952381,0.26,2.68,326165.0,45.73333286152273,0.0026143805740708,0.0225542647656099,0.032560188803032,0.0910390762893593,0.9738903394255874,0.009971509971506975,0.001994301994301395,,,,,,,,,,
1994-01-31,48.0625,48.3125,48.0,48.21875,28.158164978027344,313800,47.66875,47.3421875,46.90625,45.58271329365079,0.72,3.56,293810.0,45.74664216577161,0.0071545020626242,0.0232764901539329,0.0311002648928535,0.0912783941198324,0.9682436811406352,0.045091963539256597,0.010613834303292435,,,,,100.0,,,,,
1994-02-01,48.15625,48.15625,47.90625,47.96875,28.012170791625977,303600,47.825,47.4078125,46.939375,45.595238095238095,-0.52,2.88,300775.0,45.7580953381378,-0.0051981923418633,0.0241283165081922,0.0314170488347077,0.0908700543630721,0.970684039087948,0.052151099940893175,0.018921287430812582,,,,,44.82758620689656,,,,,
1994-02-02,48.125,48.28125,48.09375,48.28125,28.194652557373047,307600,48.01875,47.484375,46.984375,45.60825892857143,0.65,3.9,280610.0,45.77120305567706,0.0064935293105485,0.0243205870021021,0.0319457720230807,0.0909995543428236,0.966990291262136,0.0820162227633574,0.03154027449732155,,,,,76.81159420289855,,,,,
1994-02-03,48.1875,48.1875,47.90625,48.0625,28.066919326782227,466100,48.08125,47.55,47.02,45.62053571428572,-0.45,2.74,293865.0,45.78909889371485,-0.0045410392662565,0.0243241022244121,0.0323829701615017,0.0911220921519735,0.976592977893368,0.08703002300587315,0.04263822419903188,,,,,42.4,,,,,
1994-02-04,48.0625,48.125,46.96875,46.96875,27.428197860717773,1403200,47.9,47.546875,47.03,45.62847222222222,-2.28,0.47,325250.0,45.8161990180156,-0.0230197603126147,0.0341145924106689,0.0394666115234928,0.0940497160140406,0.9953426480372588,0.002715706694395692,0.03465372069810464,,,,,7.737226277372263,,,,,
1994-02-07,46.84375,47.3125,46.84375,47.1875,27.55593490600586,516400,47.69375,47.5265625,47.04375,45.63851686507937,0.47,0.4,321385.0,45.82769539164372,0.0046465400559956,0.0340135218224917,0.039607995898157,0.0938809597176089,0.995364238410596,-0.04592332411026234,0.018538311736431244,,,,,30.473047304730475,33.60526849831523,,,,
1994-02-08,47.28125,47.28125,47.03125,47.21875,27.574190139770508,188200,47.54375,47.5125,47.061875,45.6484375,0.07,0.27,316035.0,45.83193260904751,0.0006620324637691,0.0339642404494931,0.0393550759909509,0.0938745555492847,0.986763732627399,-0.08101460665965732,-0.0013722719427864682,,,,,35.04624871531347,34.88348042217643,,,,
1994-02-09,47.25,47.4375,47.1875,47.40625,27.68369483947754,144600,47.36875,47.515625,47.083125,45.65823412698413,0.4,0.8,315345.0,45.83560849739059,0.0039630170757929,0.0341476153950843,0.0395206139233373,0.0938332955653295,0.988134475939354,-0.09262726841021873,-0.019623271236272923,,,,,63.69902354968409,42.61658174651298,,,,
1994-02-10,47.375,47.40625,47.0,47.0,27.44644546508789,883900,47.15625,47.5046875,47.095,45.66778273809524,-0.86,0.33,347325.0,45.85199360010189,-0.0086064748387473,0.0350424034774205,0.0402487642526733,0.0939161592554468,0.9980053191489362,-0.1330773336744997,-0.042314083723918275,,,,,21.878082462024068,32.77710498215287,,,,
1994-02-11,47.03125,47.28125,46.8125,47.15625,27.53768920898437,519400,47.19375,47.4921875,47.1075,45.68241567460318,0.33,1.21,366435.0,45.86268994866807,0.0033189542580638,0.0347154072507038,0.0399914763932271,0.0903350292456576,0.9940357852882704,-0.1507880419735912,-0.06400887537385286,,,,,48.09280377506882,39.087720040778855,,,,
1994-02-14,47.0625,47.375,47.0,47.21875,27.574190139770508,2742100,47.2,47.4828125,47.1175,45.69742063492063,0.13,1.61,502655.0,45.91896618426031,0.0013245035048905,0.0345779521100522,0.0398955478159337,0.090334472807307,1.00066181336863,-0.15795981580365748,-0.08279906345981379,,,,,59.078226723158004,41.644216316074655,,,,
1994-02-15,47.3125,47.5,47.25,47.46875,27.72017478942871,374700,47.25,47.4828125,47.129375,45.71354166666666,0.53,1.74,513070.0,45.92770518527548,0.0052805403230333,0.0347313573277464,0.0401329293125741,0.0904635732389214,0.9953917050691244,-0.14183559512005672,-0.09460636979186238,46.8125,48.3125,43.75,,84.80488085645217,51.20185121686919,,,,
1994-02-16,47.53125,47.53125,47.34375,47.4375,27.70193862915039,287600,47.25625,47.4875,47.14125,45.72891865079365,-0.07,1.47,517410.0,45.93421154661636,-0.0006585446401974,0.0347199728147691,0.0396019875946009,0.0904106723262664,0.9901185770750988,-0.13007917612156916,-0.10170093105780374,46.8125,48.3125,41.666666666666664,,73.28646748681899,50.007429033385506,46.98475524413979,,,
1994-02-17,47.65625,47.6875,47.03125,47.15625,27.53768920898437,342400,47.2875,47.471875,47.1475,45.742559523809526,-0.59,0.87,520475.0,45.94044929017274,-0.0059464991877264,0.0353104004793691,0.0397975594558529,0.0905694677093445,0.9933730947647448,-0.14182182019828815,-0.10972510888590063,46.8125,48.3125,22.916666666666668,36.11111111111111,21.27448621071377,40.16851305219021,41.27493900379258,,,
1994-02-18,47.1875,47.21875,46.75,46.875,27.373455047607425,313300,47.23125,47.446875,47.15125,45.755208333333336,-0.6,-0.33,531860.0,45.94479387696052,-0.0059820716775473,0.0353387370762695,0.0401033044612789,0.0907816552553127,1.002,-0.1718415918230889,-0.1221484054733383,46.75,48.28125,8.16326530612245,24.248866213151928,8.79323309766413,32.66952959645067,36.49829939642285,,,
1994-02-22,47.0,47.34375,47.0,47.34375,27.64717674255371,154500,47.25625,47.4546875,47.16625,45.76748511904762,1.0,-0.53,520895.0,45.947993680373074,0.0099503308531678,0.034705161147816,0.0412832407201265,0.0904320389985309,0.9914191419141914,-0.15600988478470157,-0.12892070133561095,46.75,48.28125,38.775510204081634,23.285147392290252,69.14092946055858,50.60143721814184,47.419995481634245,,,
1994-02-23,47.40625,47.4375,47.0625,47.21875,27.574190139770508,391700,47.20625,47.45625,47.173125,45.77889384920635,-0.26,-0.59,524960.0,45.95532016126183,-0.0026437556707299,0.0347476214190851,0.0411573546531654,0.0904596426254379,0.9821310390469888,-0.15179974525565143,-0.13349651011961905,46.75,48.1875,32.608695652173914,26.515823720792667,51.1063129039159,46.72955603958102,45.188058984383446,,,
1994-02-24,47.0625,47.0625,46.5625,46.59375,27.209217071533203,770800,47.0375,47.4203125,47.174375,45.78757440476191,-1.32,-1.58,556245.0,45.9624821714452,-0.0133246475080008,0.0370440060225867,0.0433577596909575,0.091464303302797,0.9859154929577464,-0.19662884112028678,-0.1461229763197526,46.5625,48.125,2.0,24.461401952085186,14.163209424105425,32.30859886450622,36.05123665007402,,,
1994-02-25,46.65625,46.8125,46.5625,46.8125,27.336963653564453,531300,46.96875,47.3734375,47.18125,45.79761904761905,0.47,-0.86,565585.0,45.969004499482246,0.0046838493124261,0.0373355195585566,0.0435839585549993,0.0915241380444018,0.9826435246995996,-0.2120604251610132,-0.15931046608800473,46.5625,47.6875,22.22222222222222,18.943639291465377,43.00373911484727,39.88402644673864,40.57977948527026,,,
1994-02-28,46.9375,47.0625,46.8125,46.8125,27.336963653564453,333000,46.95625,47.3203125,47.185,45.805059523809526,0.0,-1.25,564410.0,45.97304167990192,0.0,0.0370781707804418,0.0435071826348304,0.0903605958107876,0.9632843791722296,-0.22173405453581552,-0.1717951837775669,46.5625,47.6875,22.22222222222222,15.481481481481481,43.00373911484727,39.88402644673863,40.57977948527026,,,
1994-03-01,46.8125,46.90625,46.375,46.625,27.22746467590332,423600,46.8125,47.240625,47.18625,45.81101190476191,-0.4,-1.65,569900.0,45.97698707746947,-0.0040133833134583,0.0372479455316315,0.0435127120501098,0.0903670271715054,0.9537533512064345,-0.24174349003418172,-0.18578484502888987,46.375,47.6875,19.047619047619047,21.164021164021165,19.98338453909581,35.27801908495145,37.910991639109405,,,
