Date,Open,High,Low,Close,Adj Close,Volume,SMA_5,SMA_20,SMA_50,SMA_252,daily_return,monthly_return,adv20,VWAP,log_returns,volatility_30,volatility_60,annual_volatility,rapp,MACD,Signal Line,14-low,14-high,%K,%D,RSI(2),RSI(7),RSI(14),CCI(30),CCI(50),CCI(100)
2005-08-18,6.871992111206055,6.986313819885254,6.849327087402344,6.973610877990723,6.973610877990723,476692087,7.095703506469727,7.257447290420532,7.285512142181396,5.068252958002544,-1.79,-5.26,314593972.05,5.306609053307512,-0.0180861272123356,0.0861076363763295,0.1448315905269657,0.4079562033854207,1.0850030516819396,0.0,0.0,,,,,,,,,,
2005-08-19,6.998517990112305,7.009974956512451,6.964395999908447,6.973859786987305,6.973859786987305,222547046,7.047284889221191,7.229551839828491,7.2823689174652095,5.085222088155293,0.0,-5.48,278772405.4,5.309996358827815,3.5692349184657246e-05,0.0860241801951357,0.143785860927073,0.4014528811648421,1.0996786788651185,1.985598833176283e-05,3.9711976663525664e-06,,,,,,,,,,
2005-08-22,7.004744052886963,7.010472774505615,6.808230876922607,6.824668884277344,6.824668884277344,273541472,6.997521305084229,7.202353739738465,7.278139753341675,5.101491460724483,-2.14,-6.59,273059471.9,5.313769389834272,-0.0216250181749262,0.0879447079852113,0.1454099455742241,0.402204807606186,1.138279703260844,-0.011866082196969607,-0.0023700394812608393,,,,,0.08335009915787658,,,,,
2005-08-23,6.878219127655029,6.9673848152160645,6.827408790588379,6.9633989334106445,6.9633989334106445,233740846,6.967284488677978,7.181793284416199,7.276560649871826,5.118759075800578,2.03,-4.18,265039121.9,5.317273244231963,0.0201238828726546,0.0906692161572937,0.1445137002359706,0.3998845348418465,1.113706375802849,-0.009976416374855468,-0.0038913148599797652,,,,,65.04229547503779,,,,,
2005-08-24,6.913337230682373,7.092166900634766,6.885441780090332,7.037869930267334,7.037869930267334,345012362,6.95468168258667,7.163910269737244,7.278662767410278,5.136210527684954,1.07,-5.45,267799831.1,5.322650730365525,0.0106378500214321,0.0877378078764869,0.1388674694315678,0.3998831783640583,1.116042072747399,-0.002441511307710087,-0.00360135414952583,,,,,79.41227370023839,,,,,
2005-08-25,7.03737211227417,7.073486804962158,6.973113059997559,7.038368225097656,7.038368225097656,175720183,6.967633152008057,7.150323677062988,7.282543210983277,5.153475179558709,0.01,-6.08,264690219.05,5.325377460947162,7.079943164223224e-05,0.0873102622723295,0.1334844907351359,0.3996549415683829,1.1121413136440648,0.0035294778488292877,-0.0021751877498548066,,,,,79.52490738383634,,,,,
2005-08-26,7.060534954071045,7.098892211914063,7.040112018585205,7.063025951385498,7.063025951385498,150775031,6.985466384887696,7.145118165016174,7.285601749420166,5.171011631450956,0.35,-5.85,255439675.2,5.32774378562144,0.0034972075967125,0.0874374777782289,0.1335389277238362,0.3991369439740406,1.1070597767157282,0.010134379395018378,0.0002867256791198305,,,,,86.71697254503053,,,,,
2005-08-29,7.029651165008545,7.201008796691895,7.029651165008545,7.18432092666626,7.18432092666626,237005036,7.057396793365479,7.141182899475098,7.289661531448364,5.189438591873835,1.72,-3.7,255922678.85,5.3317095315188885,0.0170274377298824,0.0893874168737373,0.131839600404836,0.3969317225851575,1.0608424733548276,0.024869620749671917,0.005203304693230248,,,,,97.0189296765019,79.31519001212855,,,,
2005-08-30,7.157919883728027,7.210721969604492,7.120310783386231,7.154932022094727,7.154932022094727,192398464,7.095703411102295,7.12633855342865,7.289945468902588,5.207713349471017,-0.41,-7.3,250907551.15,5.334865576281619,-0.0040990902144242,0.0816230493543628,0.1264424208316659,0.3970164971019236,1.0778013033006375,0.033786496993341686,0.010919943153252537,,,,,70.5165749684365,71.92503709280344,,,,
2005-08-31,7.178842067718506,7.1855669021606445,7.082452774047852,7.123300075531006,7.123300075531006,202114747,7.112789440155029,7.112266302108765,7.289028911590576,5.226072115557535,-0.44,-8.33,249107629.8,5.338111840781596,-0.00443080040964,0.08107185826026,0.1262674264914228,0.3963148139364409,1.106503448807231,0.037864276125112895,0.01630880974762461,,,,,44.405026315166324,64.3912518866365,,,,
2005-09-01,7.121058940887451,7.160659790039063,7.098392963409424,7.1295270919799805,7.1295270919799805,110095123,7.131021213531494,7.097969913482666,7.287509613037109,5.244331059947847,0.09,-8.82,244100130.55,5.339881330398019,0.0008737939177947,0.0806272655745214,0.1168911125102156,0.3962399135960432,1.113292520142523,0.04112435765590394,0.021271919329280478,,,,,51.47888362021768,65.22775348203908,,,,
2005-09-02,7.136003017425537,7.222678184509277,7.134259223937988,7.18432092666626,7.18432092666626,137894934,7.155280208587646,7.093113112449646,7.286881952285767,5.262955694917649,0.77,-4.61,239070950.35,5.342160409775405,0.0076560967062695,0.0729898013790614,0.114685738911403,0.3957956029395528,1.0781764952746844,0.04758091709054746,0.026533718881533875,,,,,85.0208760902202,71.9841150780749,,,,
2005-09-06,7.198019981384277,7.207734107971191,7.143225193023682,7.150946140289307,7.150946140289307,169123549,7.148605251312256,7.087957429885864,7.28183087348938,5.281292715715984,-0.46,-2.95,238529930.05,5.344897444091751,-0.0046563271576327,0.0699985060208529,0.1139686692343023,0.3957290329899748,1.0821984499041484,0.04943486625752769,0.03111394835673264,,,,,46.15377761114131,63.25078908129009,,,,
2005-09-07,7.120560169219971,7.359912872314453,7.105367183685303,7.344222068786621,7.344222068786621,301104399,7.186463260650635,7.09206702709198,7.277233114242554,5.300325541269212,2.7,-0.41,241983225.55,5.350269258651938,0.0266692157209471,0.0752682124538287,0.1169869529608989,0.3963604555514666,1.06063693233649,0.06574205302053215,0.03803956928949254,6.808230876922607,7.359912872314453,97.1558246129299,,91.44585800280038,79.80467402946303,,,,
2005-09-08,7.343225955963135,7.454060077667236,7.306612968444824,7.357173919677734,7.357173919677734,265523531,7.23323802947998,7.104159212112426,7.273940477371216,5.319408775322021,0.18,-0.52,241449833.75,5.355013017330191,0.0017619897120169,0.0752320945604941,0.1157971067176,0.3963466516179595,1.0595821068639597,0.07880233784302426,0.04619212300019889,6.808230876922607,7.454060077667236,84.99817631692807,,92.31249370549196,80.49169853711344,76.42866901995997,,,
2005-09-09,7.404246807098389,7.44957685470581,7.386313915252685,7.4493279457092285,7.4493279457092285,176278267,7.29719820022583,7.1228890180587765,7.277113580703736,5.338559215977078,1.25,1.9,235177611.7,5.35829436774,0.0124479389952079,0.0752938780059278,0.1154869720948697,0.3956464250055992,1.0386505942471096,0.09548804070255468,0.05605130654067005,6.808230876922607,7.454060077667236,99.26727810502346,93.80709301162715,96.85156637870743,84.78755413941366,80.00555507375314,,,
2005-09-12,7.515580177307129,7.756426811218262,7.4969000816345215,7.714583873748779,7.714583873748779,417017246,7.403250789642334,7.147820568084716,7.284879474639893,5.3585477868715925,3.56,7.64,242807302.85,5.366995740444925,0.0349887273700337,0.079733918374213,0.1200219599486123,0.3965166365290036,0.988248219644958,0.12863271907482954,0.07056758904750195,6.827408790588379,7.756426811218262,95.49600367911997,93.25381936702384,99.28429858952846,91.2546130875296,86.40192827672047,,,
2005-09-13,7.696153163909912,7.858792781829834,7.625667095184326,7.762903213500977,7.762903213500977,413540262,7.525642204284668,7.182291388511658,7.295056343078613,5.378333743602511,0.63,6.88,247073634.4,5.375737632686162,0.0062438426159832,0.0790516278016998,0.1198025820854543,0.3951988487569481,0.965637812509444,0.156989406223369,0.08785195248267536,6.885441780090332,7.858792781829834,90.14851084988965,94.97059754467769,99.44151479926659,91.97925762629053,87.20491470441624,,,
